"","W1","W2","W3","W4","W5","A","Y"
"2432",0,0.645090935269909,3.20239631051963,1,-0.719611582392671,1,0
"2433",0,0.579509452244426,-0.89612351697561,0,-0.441615139069152,0,1
"2434",1,0.441365659158768,1.26180859955885,1,4.03971363435645,1,1
"2435",0,0.483028538635172,0.462103286540585,1,0.705476763696746,0,1
"2436",0,0.390137799727782,3.2748111919173,1,-1.55565562603196,0,0
"2437",0,0.455962575145349,-1.61406085860339,0,1.39257218260359,0,1
"2438",0,0.270133713979821,2.9871073994655,1,0.988125341052973,1,1
"2439",1,0.469849788532171,0.693152997266649,1,1.98056972108798,1,1
"2440",1,0.584317718495253,-2.05377890001098,0,-0.400260496295812,0,0
"2441",0,0.475794095140094,1.89978579744692,1,0.50348424668369,0,1
"2442",1,0.310880946395039,1.32756677124693,1,1.52630915059187,0,1
"2443",0,0.50921880533158,-2.30301357715605,0,1.48307019431336,0,0
"2444",1,0.462088436493245,1.00530747454037,1,2.01241167369973,1,1
"2445",1,0.592625766418325,-5.23316338154977,0,0.426294184039623,1,0
"2446",0,0.457310727786568,0.711267240308929,1,-1.01264707955461,1,1
"2447",1,0.479320472220248,-1.50170132456538,0,-0.244784846434012,0,1
"2448",1,0.374140726555603,1.21175719145688,1,2.69575061248872,1,1
"2449",0,0.598369758202817,-3.28205179925091,0,-1.13289395902773,1,1
"2450",1,0.552154477910822,-2.45118837768073,0,-0.562127070131092,0,1
"2451",0,0.500731832694195,-1.92903228263528,0,-0.344469101804898,1,0
"2452",0,0.530062690027697,-2.2527929961692,0,-1.21961703457249,0,0
"2453",0,0.444912561793638,5.02194649770559,1,-0.156638250136867,0,1
"2454",1,0.602660580884916,-3.94573706387082,0,-1.26471114912802,1,0
"2455",1,0.56182508544132,-2.55962439111522,0,0.971233433083598,0,1
"2456",0,0.63940790846331,-1.40915316495204,0,-1.73503606171149,1,0
"2457",1,0.488414865095428,-2.22520444051195,0,-0.397680390643749,0,1
"2458",0,0.523698143413372,2.42415825961483,1,-0.203451251382548,0,1
"2459",1,0.445376629376056,-1.98378090417956,0,1.84189590038726,0,1
"2460",1,0.455163446587934,0.536052863154106,1,1.89431671149347,0,1
"2461",1,0.422072426321975,1.97937617647823,1,-0.312711965647462,0,1
"2462",0,0.590176626194431,-2.29907558328584,0,0.454515001157292,0,1
"2463",0,0.459036957836464,2.3657821041886,1,-1.19736680037524,0,1
"2464",0,0.605109950053931,-2.08590529399166,0,-0.211586728740171,0,0
"2465",1,0.615540786599815,-1.3056213801953,0,-2.68220046191619,0,1
"2466",1,0.532202923056369,-1.35708539456896,0,1.43802879655428,0,1
"2467",1,0.456531029116654,1.68184651528118,1,1.64036185577517,0,1
"2468",0,0.705912040557263,0.244846960201715,1,-2.75158467682963,0,1
"2469",0,0.452957224369411,1.65909947889194,1,1.27985244021635,0,0
"2470",0,0.617402680700177,-4.74480108523729,0,3.15909775483333,0,1
"2471",0,0.605261705566611,-2.14011386771127,0,1.76771032125555,0,0
"2472",0,0.290867431216549,1.59784625548879,1,3.73491659938933,0,1
"2473",1,0.497829748750868,1.07588815078562,1,-0.775542003549973,0,1
"2474",1,0.373154635560193,2.65788369495945,1,-1.51246345164134,0,1
"2475",0,0.452166018536287,4.25663884443269,1,-1.48280691505365,0,0
"2476",1,0.590310201903267,-3.3512122611555,0,2.23351084250125,0,1
"2477",0,0.358045056602566,2.22820193559559,1,4.2783078127911,1,1
"2478",0,0.4086648219774,3.04379215615569,1,-0.00440377912251282,0,1
"2479",0,0.482212662939401,-3.16460643191431,0,-2.88968597791052,1,0
"2480",1,0.472528870517268,0.319984462708272,1,1.47719451589782,0,1
"2481",0,0.453482002218768,3.13026529394112,1,1.22123017387586,1,1
"2482",0,0.553551223089489,-1.86596888887553,0,0.727402255323222,0,1
"2483",0,0.539548811241912,-1.36936824359855,0,-3.53188157745032,1,0
"2484",0,0.428250812809408,0.330864590561683,1,-0.825021987579925,0,0
"2485",0,0.28821042860592,3.02301406003053,1,-0.181993643892587,0,1
"2486",0,0.44569603070699,1.45791915809198,1,0.542995241908253,1,1
"2487",1,0.283445650111735,1.44537486671628,1,0.465551229673969,1,1
"2488",0,0.543294338868046,3.68922000171906,1,-2.38532489803983,0,0
"2489",0,0.453470220831321,0.43327018557066,1,-2.42035270582037,0,0
"2490",0,0.213982372820431,4.11385518005006,1,1.6594116774823,1,1
"2491",0,0.327502030460991,6.33963769006819,1,-1.94791298891689,0,1
"2492",1,0.60641753953795,0.836931097743967,1,-1.31711519754085,0,1
"2493",1,0.416970815017582,-0.732246824044965,0,0.174218264411474,0,1
"2494",0,0.606954688272582,2.57575130571925,1,-4.38082343417312,0,0
"2495",1,0.344851167218435,0.220895931082975,1,0.639025699044542,1,1
"2496",1,0.503329479676953,-0.961063094454076,0,0.769752054737739,0,0
"2497",0,0.609167513585074,0.73749361577662,1,-3.05880974441448,0,1
"2498",0,0.572910433666741,-0.421171785527136,0,-1.2761224615538,0,0
"2499",1,0.698429365921438,-2.25973600428908,0,-1.49073284591534,1,0
"2500",0,0.42495474933895,3.60650444854582,1,2.1849176259417,1,1
"2501",0,0.508342553344856,-1.6464973673543,0,-2.03281539857446,1,0
"2502",0,0.626005324160343,-1.64394921613667,0,2.003511244572,0,1
"2503",1,0.387027210324775,3.51435273575522,1,2.63074207091682,1,1
"2504",0,0.325138007925963,6.3557109643346,1,0.811369336544537,0,1
"2505",0,0.591744265705994,1.92663665429599,1,1.68298143666353,1,1
"2506",1,0.396937298619396,1.12526854659459,1,0.928916517245512,1,1
"2507",0,0.622235489886431,-1.85583936559314,0,0.0865469518672628,0,1
"2508",0,0.572840145416646,-1.15127868121629,0,1.85182172409934,0,1
"2509",0,0.47663900007681,-1.09869560328109,0,1.20085243069778,0,1
"2510",1,0.423208502434831,-0.8359838328031,0,-1.77982063874541,1,1
"2511",0,0.619584255693624,-5.45905277522072,0,-1.38159434608297,1,0
"2512",1,0.347401236881391,2.83944426498476,1,-1.33690914077031,0,1
"2513",0,0.47078993582689,1.92801039336908,1,2.35223184498915,1,1
"2514",1,0.445949123566676,-2.13308362920945,0,1.57641560893475,0,1
"2515",0,0.554619887755654,-1.6667113175574,0,1.67913504654851,0,1
"2516",1,0.383511826455955,-1.28163412846751,0,3.73696345580705,0,1
"2517",1,0.427870245820553,0.183515417553313,1,1.32551724041811,0,0
"2518",1,0.321828079731588,1.65852181683023,1,1.48016145599757,1,1
"2519",0,0.368967525537449,5.67163036187735,1,-1.21137084941991,0,1
"2520",0,0.654499262350699,-0.172563590145769,0,-1.77303106221422,0,0
"2521",1,0.535397310488986,-1.82504309928091,0,0.260118317258206,0,0
"2522",0,0.493775446335122,1.04635891200598,1,-1.62746711146543,0,1
"2523",0,0.687048941727238,-0.486487431131787,0,-0.261113675905301,0,1
"2524",1,0.467869802415554,0.521789043395801,1,1.92205163219711,0,1
"2525",0,0.470680914530435,-2.61151591781792,0,2.32183730919062,0,1
"2526",0,0.254334531744982,6.10453397841122,1,3.27907159116453,1,1
"2527",1,0.390485270675829,4.13016087913429,1,1.41022740151516,1,1
"2528",1,0.417549355309381,-1.68195617307775,0,-2.10496091737214,1,0
"2529",1,0.436528533267285,-3.44503167474716,0,1.96716141962957,0,1
"2530",1,0.23477819743233,1.58498926699298,1,-1.895866846128,0,1
"2531",0,0.561493736033506,-1.81255742730398,0,-1.4754478099105,0,0
"2532",1,0.430655276036923,0.710557697545583,1,1.0136975869191,0,1
"2533",0,0.434854347712263,1.75326948956294,1,-1.5779976716199,0,1
"2534",0,0.501649762177078,-1.72274243622418,0,2.14823994181969,0,1
"2535",0,0.437901070377799,0.800467249772086,1,-1.30532879284244,0,0
"2536",1,0.694473459201985,-4.49272439322614,0,2.42162941539132,0,1
"2537",0,0.585543127175026,-0.807136399292048,0,-4.89132060613378,1,0
"2538",0,0.488303830494308,0.231249708178971,1,2.17405351206277,1,1
"2539",1,0.353852774932601,1.97012637256628,1,3.53922574138918,1,1
"2540",0,0.260580253056449,6.32619175760492,1,0.142022651294952,0,1
"2541",1,0.392517485750473,1.98473032223565,1,4.58958497662499,1,1
"2542",0,0.523059319208158,2.85323066618169,1,-0.549869224535429,0,1
"2543",0,0.314689287740754,5.14374193027034,1,-1.04132386508063,0,1
"2544",1,0.409920867427126,-0.147388419359849,0,3.14506320445722,0,1
"2545",0,0.456374732310735,3.79434869153806,1,0.725012277173812,1,1
"2546",1,0.488350671638364,2.16420206027653,1,-1.74836779017536,0,1
"2547",0,0.589353277640043,2.58153875740309,1,1.13841758085292,0,1
"2548",1,0.624310073146971,-3.38612924260066,0,1.42216222194593,0,1
"2549",1,0.415659557429986,-0.0535669620474925,0,1.67616862724445,1,1
"2550",1,0.671132564553648,-3.76319692275551,0,-1.76100616124096,0,0
"2551",0,0.598117769897832,-0.0118866012079031,0,-3.14649572862772,0,0
"2552",1,0.540654840703356,-1.38629297515119,0,1.67144448986815,0,1
"2553",0,0.569182094062882,0.0371346185407119,1,-0.703070886745236,0,0
"2554",0,0.562456593999353,-1.45587491096404,0,0.107778793302568,0,0
"2555",1,0.313860624535842,-1.30758168950096,0,1.00203916071268,1,1
"2556",0,0.543874588907995,0.207274172404742,1,-0.591972799589011,1,1
"2557",1,0.461065082261561,2.90301801076648,1,-2.54073895173678,0,1
"2558",1,0.420881672752015,1.27759273557814,1,-1.53392674441861,1,1
"2559",0,0.386583447314331,1.86674251524168,1,-1.20666399023923,1,1
"2560",1,0.608146849300846,-4.257527334804,0,-2.44871168900486,0,1
"2561",1,0.497687939721604,0.730595769325747,1,-0.409545025477923,0,1
"2562",1,0.605769320716627,-1.39944298583138,0,-0.808613202586843,1,0
"2563",1,0.39081135406478,0.390899126037793,1,1.848492153202,0,1
"2564",0,0.638299590291751,-0.511611929104456,0,0.0847160533355285,0,0
"2565",0,0.688328993436075,-3.28933257742318,0,-0.0271499600617864,0,1
"2566",1,0.405123770058241,0.942685078311269,1,1.82574196821704,1,1
"2567",0,0.63005690346249,2.50074746386886,1,2.57798334584958,1,1
"2568",1,0.597778276869693,-0.573897948627105,0,-1.17506473881836,0,0
"2569",0,0.429687729498816,3.60894261971124,1,1.03760849764567,0,1
"2570",0,0.70962201370259,-0.052659485219825,0,-1.3410734635575,1,0
"2571",1,0.576660236124583,-0.427176204763373,0,1.68918204173669,1,1
"2572",1,0.434060973239535,1.49399816123211,1,-2.32223852522104,0,1
"2573",1,0.435824103153892,-2.85396893219291,0,1.45237394590262,0,1
"2574",0,0.65163744026126,-0.480966478159677,0,0.396355483099243,0,1
"2575",0,0.426751403091694,2.12203496725448,1,-1.66835507481825,0,0
"2576",1,0.386177688285562,2.28529513994458,1,1.10471844254999,1,1
"2577",0,0.334053916528572,1.40431042893163,1,-0.721147724435847,0,1
"2578",0,0.394488129214664,3.14347145419232,1,1.13618903484397,1,1
"2579",1,0.413153890874531,-1.33895667652004,0,0.171014034341013,0,1
"2580",0,0.439376009563113,1.42997190149558,1,-1.65436701396022,1,1
"2581",1,0.358716368140263,-1.43827227012982,0,-0.583125394991286,1,0
"2582",0,0.397489955841794,1.15239998013064,1,-0.599614307490206,0,1
"2583",0,0.388686574789152,2.57442774915702,1,1.34811858920155,0,0
"2584",1,0.365132064795814,-0.204077920665978,0,2.74200139295356,0,1
"2585",0,0.640057229226827,-1.18515684336243,0,-1.45603329466442,0,1
"2586",1,0.383374882511599,-0.351994248183115,0,0.661471744309671,0,0
"2587",0,0.315871257500844,2.59710225145352,1,0.666785652756477,0,0
"2588",0,0.447277943025379,6.15188576736564,1,-0.335587862841637,0,1
"2589",1,0.51910167006262,-4.27028218655361,0,-1.05668307602044,0,0
"2590",1,0.480169193061976,1.20154825538371,1,2.87037270475585,0,1
"2591",1,0.194622618954923,3.97879324061777,1,2.50687708068261,1,1
"2592",1,0.255240128877351,5.00785267591682,1,2.53296254377712,1,1
"2593",0,0.827775845417628,0.732258814400999,1,-3.83049590549266,0,0
"2594",1,0.56295266517664,-0.969037285859098,0,-1.56887433788516,0,0
"2595",1,0.501231526712175,0.784743950033108,1,1.48632472643633,0,1
"2596",0,0.509419011376776,1.51244974678458,1,-3.10178996746894,0,1
"2597",1,0.28103313584365,0.314691571393361,1,3.10559021848281,0,1
"2598",1,0.591487274468385,-3.83886344305443,0,1.32935558668046,0,1
"2599",0,0.484815233307971,-1.37585238116997,0,-0.432524803801523,0,0
"2600",0,0.494445993161982,2.44381360466371,1,3.13138938931545,1,1
"2601",0,0.397886970207963,1.31074413937721,1,-0.883224891067063,0,1
"2602",0,0.59516360107212,-0.608586135633314,0,-1.210453789759,0,1
"2603",1,0.477283939704416,-1.62440674466074,0,0.997527374706559,0,1
"2604",1,0.565918134610679,-2.23729865180526,0,1.16980389468663,1,0
"2605",0,0.608742179890465,-1.56946591942715,0,-3.01080912799965,1,0
"2606",1,0.582830248475863,-1.3278217971961,0,-0.10462830416302,0,0
"2607",0,0.552228470689351,2.38035390239177,1,-1.30075233036827,0,1
"2608",1,0.465950513512206,-0.240894432387295,0,3.48857326507606,0,1
"2609",0,0.425824056420895,5.33676497534958,1,-1.62207704627722,1,1
"2610",0,0.373459386042053,2.54065403681417,1,-2.10068023485337,0,1
"2611",1,0.51041156780561,-4.21731445528915,0,-1.09595951817655,1,0
"2612",1,0.521732389055531,-2.47861726992745,0,-1.49155186380559,0,1
"2613",0,0.484873572711793,-3.48562811050497,0,-2.77810335261418,1,1
"2614",0,0.389754314138205,2.95789569000768,1,2.14384720937177,0,1
"2615",0,0.475183378499625,-0.869627519535037,0,-0.726265646489455,0,1
"2616",1,0.354907886457167,0.602355818356089,1,2.79482886236613,0,1
"2617",1,0.528811162534295,-2.19719968565735,0,-0.344907141419962,0,1
"2618",0,0.596881413265395,-1.10054516582204,0,0.754328629970322,0,1
"2619",1,0.363197605292336,0.864322215481552,1,2.28987534335885,0,1
"2620",0,0.580327142736815,1.10555494095527,1,-3.79919430274137,0,0
"2621",0,0.510446092331264,-0.517599311397841,0,-1.54380429466751,0,0
"2622",1,0.282278995554246,-1.5147511759769,0,0.193502152625307,0,1
"2623",0,0.587803067273554,-2.68433432643866,0,2.42758156862634,1,1
"2624",0,0.37857820762629,3.65131110253649,1,0.789845967720364,1,1
"2625",0,0.459039217863485,0.105621457246387,1,0.351988185859514,0,1
"2626",0,0.541718002866143,-5.76696052903329,0,-0.231946581398008,1,0
"2627",1,0.314122728273684,4.28933347988648,1,0.838341866000991,1,1
"2628",0,0.490673239992344,0.0364594874912853,1,0.237401118315561,0,1
"2629",1,0.646073369567489,-2.93923560481557,0,-2.99884025562015,1,1
"2630",1,0.468930559012216,-2.39700917534596,0,0.415128661337405,1,0
"2631",1,0.413585325188288,-1.22972888827077,0,1.54656738638758,0,1
"2632",1,0.195179449783339,1.0001609226227,1,3.50430657613864,0,1
"2633",0,0.42424366383621,0.591495523994082,1,0.395712835663619,1,1
"2634",0,0.644889562267038,-4.57981032918051,0,-0.224925116737793,0,0
"2635",0,0.766067711283549,-0.739857257888001,0,-5.49797709002466,1,0
"2636",1,0.437242333693978,2.40045710741349,1,2.80307527433007,1,1
"2637",0,0.582289034943795,-1.44936628785647,0,-2.52826597355063,0,0
"2638",0,0.538720550700604,2.53671481651548,1,-0.801831966878339,0,1
"2639",0,0.439398127520135,1.98941915238557,1,-2.18812656013899,0,0
"2640",0,0.469521753322496,1.01711242250612,1,-1.20211570996203,1,0
"2641",0,0.429689217353013,2.10829195417534,1,-1.46847449927766,1,0
"2642",0,0.402429884902577,3.65184668296719,1,-3.00620080283066,0,0
"2643",0,0.620303540633695,0.883862683215352,1,-1.3229865732962,0,0
"2644",1,0.493456624951557,-2.87971111605133,0,0.394348748091075,0,0
"2645",0,0.622291410707542,-1.25903570753108,0,-2.72858678168289,0,0
"2646",1,0.500710395898552,-1.21563604011573,0,-2.4364576665149,1,1
"2647",0,0.559197211545554,-0.828734569319167,0,-2.10067024743604,1,0
"2648",1,0.32803580577525,-1.17874284993589,0,4.49820091612329,0,1
"2649",1,0.574291149161342,-2.83637299994196,0,0.00568213780026877,0,1
"2650",0,0.444661343331636,1.92492763733547,1,2.12931413426478,1,1
"2651",0,0.65217547222387,-3.01189272940881,0,-0.190174410987308,0,0
"2652",0,0.466173478895561,-1.27384440020387,0,-1.47494350435524,1,0
"2653",1,0.464401014195403,-1.9527772109122,0,0.324065189028968,0,0
"2654",1,0.586037775571783,0.882630043419106,1,-0.352897718586346,0,0
"2655",1,0.484573295284699,1.94492140914586,1,-0.713193747800091,0,1
"2656",1,0.422030933956554,-0.451956893007489,0,-0.706322206792446,0,1
"2657",1,0.273455137994144,1.87518984114557,1,-1.34593011305808,0,1
"2658",0,0.462077089993852,1.40946811676045,1,-1.2835824609345,0,0
"2659",0,0.716270620056271,-1.68346933382877,0,-2.78342458867511,1,0
"2660",0,0.531643535404396,1.82208712126414,1,-2.24801835044318,0,1
"2661",0,0.443822910106454,4.72570250626546,1,1.53359296539563,0,1
"2662",0,0.485582873644861,-1.14543480336315,0,-0.709885960955822,1,0
"2663",0,0.650803961739399,2.58675639247923,1,1.3513357405323,1,1
"2664",1,0.58317496078439,-1.66522212894391,0,-0.113015306917202,0,1
"2665",1,0.571852878391523,-2.54535765782234,0,2.48857614168703,0,1
"2666",1,0.499627693623885,1.04540377965869,1,-2.32300906974878,0,1
"2667",0,0.395703415856467,1.73441670578631,1,1.06705840838069,0,1
"2668",1,0.335049215174145,2.31004588151612,1,-0.88673135452198,0,1
"2669",1,0.803325681534204,-5.29456571492281,0,-0.0273717175890282,0,1
"2670",1,0.52887689001694,-0.626401500948351,0,0.921133041767708,1,1
"2671",1,0.615048708556136,-5.03233572049611,0,0.706791473669602,0,1
"2672",1,0.521035121391087,-3.2220469855076,0,3.79385100145335,0,1
"2673",1,0.540942575086703,-1.43423039149798,0,0.684061919539048,0,1
"2674",1,0.613991282287696,-0.653271661585161,0,-0.588711702020548,0,0
"2675",0,0.56986949215222,1.0508134615223,1,1.97307053503168,0,1
"2676",0,0.529184004425782,0.333814056524323,1,-0.407280377333493,0,1
"2677",1,0.295358423678655,-0.869185914715959,0,0.812997735612467,0,1
"2678",1,0.393404425379138,-2.4311885067464,0,-0.911442173421722,1,0
"2679",0,0.467064437257791,-0.856840222724011,0,1.68148465315982,1,1
"2680",0,0.496941542563211,3.16736189217826,1,-0.958430880958673,0,1
"2681",0,0.516002220163748,-2.39444088390947,0,-1.5308206111098,0,0
"2682",1,0.477702790842368,0.939548628894515,1,-2.46324793894533,0,1
"2683",0,0.543149794642431,2.06719465438614,1,-1.00022740277411,0,1
"2684",1,0.238987336577837,3.73178235864835,1,4.2186566810508,1,1
"2685",1,0.481554388198254,-1.44689363697885,0,1.97478768910247,0,1
"2686",0,0.519188716968902,0.346464124679229,1,-0.528105899934007,0,1
"2687",0,0.382642514681268,3.01105788834357,1,0.051922274973257,1,1
"2688",1,0.269866822999591,1.95485204283634,1,2.03562257856865,1,1
"2689",1,0.330532539783017,0.673687877336635,1,0.229213814737495,0,1
"2690",0,0.475905037704165,3.05773659204917,1,1.12959253663793,0,1
"2691",1,0.403671323556171,-0.121420994506443,0,2.43316671596152,0,1
"2692",0,0.642523429059366,-2.58467777072329,0,-2.08699481999468,1,0
"2693",1,0.475792359463068,-0.959094601454844,0,-1.74041482951483,0,1
"2694",1,0.447900398417004,4.08420042149764,1,1.13812126261131,0,1
"2695",1,0.368379964255674,0.458202355610851,1,2.6501168411306,0,1
"2696",1,0.405508546570045,2.61051376156729,1,1.43750758753597,0,1
"2697",0,0.537967257162569,-0.682612913796205,0,-0.930401717663999,0,1
"2698",1,0.504386358916737,-4.11359392460101,0,0.443557060005584,1,0
"2699",1,0.376573449068182,-1.06162767516302,0,-1.29542020737458,0,1
"2700",1,0.543239741947226,-3.38095199387445,0,-1.81994698074687,1,1
"2701",1,0.532179430641699,-1.17095392120226,0,-0.363208053973112,0,1
"2702",1,0.620361164258339,-1.20461918780547,0,-0.320083978311115,0,0
"2703",0,0.451054971051103,-1.92660354555026,0,4.19782349927822,0,1
"2704",0,0.617829151205667,-0.111208737430003,0,-2.41564530301291,0,0
"2705",0,0.59288376931751,2.97621914035353,1,-0.0440722370682644,0,1
"2706",1,0.434213416311616,-2.35311830751341,0,0.719460650495843,0,0
"2707",1,0.721174312659541,-4.26695004005666,0,-0.771583487788388,0,0
"2708",1,0.457848115685049,0.00749049241796541,1,0.290583054261913,0,1
"2709",1,0.493093328351985,-0.3901553220082,0,-0.638037821108603,0,1
"2710",0,0.454550851338596,1.94677575417149,1,-0.109153630857687,0,0
"2711",0,0.64458116572333,2.04515834024553,1,0.795820899788772,1,1
"2712",1,0.591407817832355,-4.0398710517007,0,3.15023852877314,0,1
"2713",0,0.591709588636746,-1.17661748807603,0,-1.45456263671474,1,0
"2714",1,0.389362218254587,-3.11190983152939,0,-1.66924401822808,0,1
"2715",1,0.533503252154311,2.36626648231646,1,-1.0095164215205,1,1
"2716",1,0.478418469211988,-1.05940612807716,0,1.13299865872007,1,1
"2717",1,0.384662523834175,1.08344006864872,1,2.06126243211854,0,1
"2718",1,0.479146960729232,-0.367263111321534,0,-1.34071882580702,0,1
"2719",1,0.435536034531679,4.2277389840977,1,2.54495377818736,1,1
"2720",0,0.353192743057465,0.884649817228969,1,3.10528225839679,1,1
"2721",1,0.453695035848508,-3.9762513443158,0,2.35765815831811,0,1
"2722",0,0.550163778510234,0.409382353205454,1,-0.990858949518791,0,1
"2723",0,0.583713609316021,2.98624127327414,1,-2.30559161093619,0,1
"2724",0,0.494013575672536,3.32860287092902,1,-1.38753770383983,0,1
"2725",1,0.306085338057498,2.32336727794013,1,-0.149181221471634,0,0
"2726",0,0.69361314298616,-4.29654752431864,0,0.485109128146093,0,1
"2727",1,0.359011026162327,1.90882648964285,1,3.66707054725049,1,1
"2728",1,0.49059943467702,-4.2905860650862,0,-0.15395542854554,0,0
"2729",0,0.729702776502049,-2.68388694440081,0,-4.74470860677495,1,0
"2730",1,0.437953477999447,4.63122576230894,1,-0.128642511569473,0,1
"2731",1,0.433908578993795,-0.0761546867317622,0,-0.445279804085769,0,0
"2732",0,0.622598057327732,-5.8560152500655,0,1.37500588746911,0,1
"2733",1,0.542229153465905,0.201608177399222,1,0.774354297991945,0,1
"2734",0,0.584836779265165,-1.38982453233287,0,2.48605136465795,0,1
"2735",0,0.487960377518536,5.33766643071751,1,-0.786192532741855,0,1
"2736",0,0.599097009698083,-2.61548723078327,0,0.997867873809665,0,0
"2737",1,0.501807503707098,0.207206220657773,1,1.02056039234395,1,1
"2738",1,0.448859296362854,2.3142413295669,1,2.66076616970483,0,1
"2739",1,0.289825536170245,1.4305501304989,1,2.42724789888862,1,1
"2740",0,0.544149796086555,0.640140974970233,1,2.66790155521758,1,1
"2741",0,0.629329566905208,1.50041283719942,1,-3.61636685547915,0,0
"2742",1,0.429109351625492,-0.861820349773274,0,-0.295813253728558,0,1
"2743",1,0.549993137573927,-2.1493085908896,0,-4.93967602691773,1,1
"2744",1,0.380278360261662,-3.84184266778816,0,3.62367997136939,0,1
"2745",1,0.533526558136296,-1.8704808730038,0,-0.0908060980010424,1,0
"2746",1,0.308297834035116,4.41683478423387,1,0.397528422307161,0,1
"2747",0,0.326745441210052,4.16624536955323,1,-4.25280218921673,0,0
"2748",1,0.471844893996804,1.87141492378097,1,-1.50343424894657,0,1
"2749",1,0.650823165162191,-4.97142635133852,0,0.956102663660221,0,0
"2750",1,0.411564339287687,2.08708604615111,1,-1.47661292852754,0,1
"2751",1,0.488187917880699,-3.00996223529412,0,2.31781671603335,0,1
"2752",0,0.52800921763411,0.922820203908564,1,0.00815424988242059,0,1
"2753",1,0.632844871496237,-3.46178850887771,0,-0.108651192712097,0,0
"2754",1,0.501431464511343,-0.425514293274645,0,-2.85492577177865,0,1
"2755",1,0.420409671444209,0.970408692250856,1,-0.842131226657784,0,1
"2756",0,0.435655350788984,0.800776683176322,1,0.867694583575137,1,1
"2757",1,0.628026806003552,-1.50349177164169,0,-1.95821509544041,1,1
"2758",0,0.532857436459431,-3.09251116152989,0,1.17171438473923,0,1
"2759",1,0.447955921528766,-0.518791609208382,0,0.276076512676149,0,0
"2760",1,0.423149088008533,0.530209170285355,1,0.770427471428198,0,1
"2761",0,0.673972340423818,-0.592091997154952,0,-1.94475492851759,1,0
"2762",1,0.473311966390352,-4.96288972341197,0,-0.579230856948179,1,0
"2763",0,0.606675825219247,-2.44345338183821,0,-1.2505711411353,1,0
"2764",1,0.512451461434909,-0.441647821578594,0,0.487692154526773,0,1
"2765",0,0.41701831566357,-3.81533542299385,0,2.01535212425366,0,1
"2766",1,0.611388616120648,0.914459212542985,1,-1.22314646658318,0,1
"2767",1,0.682697330066272,-2.87883856945445,0,1.45507023811336,1,1
"2768",0,0.5924561782173,0.675623651725484,1,-2.06530770752039,0,0
"2769",1,0.644391479178441,-4.80888811629414,0,1.93116816982274,0,1
"2770",1,0.353526949591256,-0.213388322322367,0,1.77061366321533,0,1
"2771",0,0.613584208775039,-3.61897090721476,0,-0.49265504059461,0,0
"2772",0,0.423802414084881,3.21252826771691,1,2.1593651531139,1,1
"2773",1,0.842878969119272,-3.15209679038159,0,-4.29824054733993,1,1
"2774",0,0.607372913069697,1.97898075138194,1,-0.661573147154488,0,1
"2775",0,0.39053836345711,3.54643588237817,1,0.203374870388097,1,1
"2776",1,0.378601017586543,-0.352239881387264,0,1.75976103839554,0,1
"2777",0,0.583653526287128,-0.191066228582758,0,-0.499282545009103,0,1
"2778",0,0.523077661236057,-2.05058740903522,0,-1.7999951115758,0,0
"2779",0,0.451271006139992,1.73698613205328,1,-0.737930940240046,0,1
"2780",0,0.408442174748487,2.25578862113296,1,-2.94811374499312,0,0
"2781",1,0.300312195175685,1.54904995490526,1,2.23681155049377,0,1
"2782",0,0.647935183907711,-1.47666734884677,0,-0.122370094991065,1,0
"2783",1,0.411189646049991,-2.4294528646494,0,-1.62907868373816,1,0
"2784",0,0.315660922749217,5.45536853994796,1,-1.42116314805167,0,0
"2785",1,0.364406196069856,1.94918964384098,1,2.07886223087795,1,1
"2786",0,0.472872578755911,0.96573943762964,1,0.177345346075138,0,1
"2787",1,0.562388359922902,-4.27338588434397,0,-2.01240367308119,1,0
"2788",1,0.339331420876297,0.50524219257348,1,1.3235450005635,0,1
"2789",1,0.583728905729538,-2.90861300991639,0,-0.209321699400296,0,0
"2790",1,0.300850268771149,2.64284356581219,1,0.440776130598819,1,1
"2791",1,0.497974208788034,-5.2166153475454,0,-1.80945661545382,1,0
"2792",0,0.528968758438528,3.07733339491121,1,2.60484367875312,1,1
"2793",0,0.600730944946202,-0.63059457699749,0,-2.77553269752145,0,0
"2794",0,0.635789413077187,0.110618622300086,1,-3.84195468388159,0,0
"2795",1,0.469188915377689,0.517039980190865,1,-0.630864108939797,0,0
"2796",1,0.453428707952463,-1.39318590574733,0,0.480408171451884,0,1
"2797",0,0.718710909244379,-2.24316188549945,0,-0.818202140682001,0,1
"2798",1,0.66898414072324,-3.83273627012944,0,-1.26716961803746,0,0
"2799",1,0.403395047367122,1.53844021262382,1,1.13138712908265,0,1
"2800",0,0.602781831397935,1.3569848417161,1,-1.36103783593116,0,1
"2801",0,0.529433129483756,2.59831547687207,1,-1.8642762383131,0,0
"2802",0,0.435766229828468,1.6735570388414,1,-0.963803213152875,0,1
"2803",0,0.569061267576402,0.0404838645150567,1,-1.23188648522759,1,0
"2804",1,0.375786632163146,2.69803288685633,1,2.96011368593206,1,1
"2805",1,0.540162252836961,-4.25245076371004,0,0.205553856926171,0,1
"2806",0,0.60325868508841,0.0884041090046258,1,-3.58188469801959,0,0
"2807",1,0.388933405483623,0.363121952427365,1,-0.0379452273246364,1,1
"2808",0,0.299975513371961,2.53610928895656,1,-1.91100987665526,0,0
